,Repository,Clone URL,Stars,Size,Mentionable Users,Commits,Language,Bus Factor,Execution time series
673,rxhanson/Rectangle,https://github.com/rxhanson/Rectangle.git,21243,4872,105,382,Swift,0,0.0
674,v8/v8,https://github.com/v8/v8.git,21220,1300193,471,9774,C++,0,0.0
675,redisson/redisson,https://github.com/redisson/redisson.git,21159,23157,125,1069,Java,0,0.0
676,iawia002/lux,https://github.com/iawia002/lux.git,21076,2557,89,117,Go,0,0.0
677,filebrowser/filebrowser,https://github.com/filebrowser/filebrowser.git,19594,19810,125,135,Go,0,0.0
678,PHPMailer/PHPMailer,https://github.com/PHPMailer/PHPMailer.git,19536,14780,253,252,PHP,0,0.0
679,graphql/graphql-js,https://github.com/graphql/graphql-js.git,19528,22563,200,306,TypeScript,0,0.0
680,dragonflydb/dragonfly,https://github.com/dragonflydb/dragonfly.git,19497,4293,64,1021,C++,0,0.0
700,Tencent/mars,https://github.com/Tencent/mars.git,16766,407734,47,220,C++,0,0.0
701,diem/diem,https://github.com/diem/diem.git,16688,125143,196,398,Rust,0,0.0
705,OpenAPITools/openapi-generator,https://github.com/OpenAPITools/openapi-generator.git,16496,813741,2481,2203,Java,0,0.0
706,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs.git,16449,31394,222,247,Python,0,0.0
707,hubotio/hubot,https://github.com/hubotio/hubot.git,16445,2562,281,110,JavaScript,0,0.0
708,google/fonts,https://github.com/google/fonts.git,16433,1865978,101,2203,HTML,0,0.0
709,fullcalendar/fullcalendar,https://github.com/fullcalendar/fullcalendar.git,16411,32349,128,549,TypeScript,0,0.0
712,t3-oss/create-t3-app,https://github.com/t3-oss/create-t3-app.git,17657,7054,234,1063,TypeScript,0,0.0
713,the1812/Bilibili-Evolved,https://github.com/the1812/Bilibili-Evolved.git,17603,300629,34,1303,TypeScript,0,0.0
714,nrwl/nx,https://github.com/nrwl/nx.git,17597,136069,713,5037,TypeScript,0,0.0
715,actix/actix-web,https://github.com/actix/actix-web.git,17569,13725,338,505,Rust,0,0.0
716,asdf-vm/asdf,https://github.com/asdf-vm/asdf.git,17545,2184,213,195,Shell,0,0.0
717,Vonng/ddia,https://github.com/Vonng/ddia.git,17531,32370,93,374,Python,0,0.0
718,web3/web3.js,https://github.com/web3/web3.js.git,17492,122324,242,343,TypeScript,0,0.0
719,aquasecurity/trivy,https://github.com/aquasecurity/trivy.git,17443,825227,308,1222,Go,0,0.0
720,spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive.git,17428,73876,60,1642,Rust,0,0.0
721,matplotlib/matplotlib,https://github.com/matplotlib/matplotlib.git,17423,442595,1291,5778,Python,0,0.0
722,dotnet/roslyn,https://github.com/dotnet/roslyn.git,17397,1843310,2568,17147,C#,0,0.0
723,realm/SwiftLint,https://github.com/realm/SwiftLint.git,17372,553391,367,927,Swift,0,0.0
724,tensorflow/tfjs,https://github.com/tensorflow/tfjs.git,17367,170989,346,965,TypeScript,0,0.0
725,seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs.git,17333,53386,199,2749,Go,0,0.0
726,hashcat/hashcat,https://github.com/hashcat/hashcat.git,17329,80264,119,1226,C,0,0.0
727,CodeEditApp/CodeEdit,https://github.com/CodeEditApp/CodeEdit.git,17299,10304,99,1785,Swift,0,0.0
728,framework7io/framework7,https://github.com/framework7io/framework7.git,17284,103662,142,411,JavaScript,0,0.0
729,iovisor/bcc,https://github.com/iovisor/bcc.git,17281,19734,496,676,C,0,0.0
730,redis/go-redis,https://github.com/redis/go-redis.git,17257,4520,273,364,Go,0,0.0
731,desktop/desktop,https://github.com/desktop/desktop.git,17236,90091,370,3213,TypeScript,0,0.0
732,AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome.git,17211,16467,155,582,Go,0,0.0
733,NvChad/NvChad,https://github.com/NvChad/NvChad.git,17184,1796,141,573,Lua,0,0.0
734,amark/gun,https://github.com/amark/gun.git,17183,33334,142,112,JavaScript,0,0.0
735,motdotla/dotenv,https://github.com/motdotla/dotenv.git,17150,1662,70,249,JavaScript,0,0.0
736,sanic-org/sanic,https://github.com/sanic-org/sanic.git,17077,4613,291,192,Python,0,0.0
739,charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea.git,18311,3144,85,261,Go,0,0.0
740,vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue.git,18156,26841,222,585,Vue,0,0.0
741,medusajs/medusa,https://github.com/medusajs/medusa.git,18102,140947,149,2030,TypeScript,0,0.0
742,eclipse-theia/theia,https://github.com/eclipse-theia/theia.git,18081,165076,301,925,TypeScript,0,0.0
746,mojs/mojs,https://github.com/mojs/mojs.git,18017,139920,22,144,CoffeeScript,0,0.0
747,SBoudrias/Inquirer.js,https://github.com/SBoudrias/Inquirer.js.git,18002,4451,191,222,JavaScript,0,0.0
748,awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin.git,17986,1239,227,271,Makefile,0,0.0
749,AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia.git,17957,164792,297,7509,C#,0,0.0
750,Anuken/Mindustry,https://github.com/Anuken/Mindustry.git,17948,1823559,520,3404,Java,0,0.0
751,GrapesJS/grapesjs,https://github.com/GrapesJS/grapesjs.git,17943,100552,145,1243,TypeScript,0,0.0
752,containers/podman,https://github.com/containers/podman.git,17914,138061,531,5481,Go,0,0.0
753,uikit/uikit,https://github.com/uikit/uikit.git,17884,52371,33,1273,HTML,0,0.0
754,ScoopInstaller/Scoop,https://github.com/ScoopInstaller/Scoop.git,17849,12550,427,265,PowerShell,0,0.0
755,handsontable/handsontable,https://github.com/handsontable/handsontable.git,17832,582452,115,543,JavaScript,0,0.0
756,icsharpcode/ILSpy,https://github.com/icsharpcode/ILSpy.git,17821,41079,114,610,C#,0,0.0
757,frappe/erpnext,https://github.com/frappe/erpnext.git,13784,1081545,479,5587,Python,0,0.0
758,foambubble/foam,https://github.com/foambubble/foam.git,13760,59510,124,306,TypeScript,0,0.0
759,pydantic/pydantic,https://github.com/pydantic/pydantic.git,13754,16648,363,705,Python,0,0.0
760,formatjs/formatjs,https://github.com/formatjs/formatjs.git,13718,50312,268,480,TypeScript,0,0.0
761,thingsboard/thingsboard,https://github.com/thingsboard/thingsboard.git,13687,170112,161,5121,Java,0,0.0
763,tldraw/tldraw,https://github.com/tldraw/tldraw.git,13667,147843,118,748,TypeScript,0,0.0
764,MithrilJS/mithril.js,https://github.com/MithrilJS/mithril.js.git,13639,12380,257,109,JavaScript,0,0.0
765,BeyondDimension/SteamTools,https://github.com/BeyondDimension/SteamTools.git,13637,235917,5,202,C#,0,0.0
766,NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager.git,13637,9890,97,292,JavaScript,0,0.0
767,ben-manes/caffeine,https://github.com/ben-manes/caffeine.git,13633,105548,57,343,Java,0,0.0
768,hashicorp/nomad,https://github.com/hashicorp/nomad.git,13586,403403,1761,2600,Go,0,0.0
769,aio-libs/aiohttp,https://github.com/aio-libs/aiohttp.git,13559,23269,644,628,Python,0,0.0
770,ent/ent,https://github.com/ent/ent.git,13512,30527,207,608,Go,0,0.0
771,alibaba/DataX,https://github.com/alibaba/DataX.git,13469,20585,78,275,Java,0,0.0
772,pittcsc/Summer2023-Internships,https://github.com/pittcsc/Summer2023-Internships.git,17116,2986,524,1303,Python,0,0.0
773,youzan/vant-weapp,https://github.com/youzan/vant-weapp.git,16828,23430,169,415,JavaScript,0,0.0
775,KaTeX/KaTeX,https://github.com/KaTeX/KaTeX.git,16678,86554,140,157,JavaScript,0,0.0
777,chatwoot/chatwoot,https://github.com/chatwoot/chatwoot.git,15238,86000,210,1490,Ruby,0,0.0
778,brave/brave-browser,https://github.com/brave/brave-browser.git,15230,21006,143,1820,JavaScript,0,0.0
779,chokcoco/iCSS,https://github.com/chokcoco/iCSS.git,15179,664,1,110,CSS,0,0.0
780,qax-os/excelize,https://github.com/qax-os/excelize.git,15149,5729,166,262,Go,0,0.0
781,flutter/samples,https://github.com/flutter/samples.git,15134,740961,341,595,Dart,0,0.0
782,mattermost/focalboard,https://github.com/mattermost/focalboard.git,15129,59055,274,1613,TypeScript,0,0.0
783,qmk/qmk_firmware,https://github.com/qmk/qmk_firmware.git,15111,271793,2055,5602,C,0,0.0
784,ipfs/kubo,https://github.com/ipfs/kubo.git,15075,52477,411,1049,Go,0,0.0
785,openwrt/openwrt,https://github.com/openwrt/openwrt.git,15074,244988,983,4892,C,0,0.0
786,nim-lang/Nim,https://github.com/nim-lang/Nim.git,15023,122560,711,1298,Nim,0,0.0
787,google/libphonenumber,https://github.com/google/libphonenumber.git,15015,206288,137,185,C++,0,0.0
788,material-components/material-components-android,https://github.com/material-components/material-components-android.git,15008,140710,182,955,Java,0,0.0
789,timescale/timescaledb,https://github.com/timescale/timescaledb.git,14979,32869,93,973,C,0,0.0
790,kubernetes/kops,https://github.com/kubernetes/kops.git,14955,386948,1563,3713,Go,0,0.0
791,kubernetes/ingress-nginx,https://github.com/kubernetes/ingress-nginx.git,14952,140645,1616,828,Go,0,0.0
792,ampproject/amphtml,https://github.com/ampproject/amphtml.git,14948,940352,1135,835,JavaScript,0,0.0
793,OpenEmu/OpenEmu,https://github.com/OpenEmu/OpenEmu.git,14946,180764,92,237,Swift,0,0.0
794,Delgan/loguru,https://github.com/Delgan/loguru.git,14926,1993,41,152,Python,0,0.0
795,graphql/graphiql,https://github.com/graphql/graphiql.git,14926,21071,271,658,TypeScript,0,0.0
796,plausible/analytics,https://github.com/plausible/analytics.git,14874,81225,100,788,Elixir,0,0.0
797,Wilfred/difftastic,https://github.com/Wilfred/difftastic.git,14863,1366568,294,3116,Rust,0,0.0
798,wagtail/wagtail,https://github.com/wagtail/wagtail.git,14784,205849,660,3062,Python,0,0.0
799,cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter.git,19606,2998,253,216,Python,0,0.0
800,valyala/fasthttp,https://github.com/valyala/fasthttp.git,19588,2928,178,160,Go,0,0.0
801,didi/DoKit,https://github.com/didi/DoKit.git,19455,58977,106,192,Java,0,0.0
810,grpc-ecosystem/grpc-gateway,https://github.com/grpc-ecosystem/grpc-gateway.git,15473,8419,328,573,Go,0,0.0
811,microsoft/fluentui,https://github.com/microsoft/fluentui.git,15444,539702,797,3767,TypeScript,0,0.0
812,fatih/vim-go,https://github.com/fatih/vim-go.git,15433,7049,338,227,Vim Script,0,0.0
813,microsoft/react-native-windows,https://github.com/microsoft/react-native-windows.git,15427,229737,213,1470,C++,0,0.0
814,cilium/cilium,https://github.com/cilium/cilium.git,15407,273066,577,5620,Go,0,0.0
815,python/mypy,https://github.com/python/mypy.git,15388,63262,623,1324,Python,0,0.0
816,rsms/inter,https://github.com/rsms/inter.git,15380,535814,22,537,Python,0,0.0
817,aframevr/aframe,https://github.com/aframevr/aframe.git,15352,650722,387,272,JavaScript,0,0.0
818,vueuse/vueuse,https://github.com/vueuse/vueuse.git,15313,10789,473,1281,TypeScript,0,0.0
819,infinitered/ignite,https://github.com/infinitered/ignite.git,15303,58245,194,366,TypeScript,0,0.0
820,wasmerio/wasmer,https://github.com/wasmerio/wasmer.git,15269,398761,151,4238,Rust,0,0.0
821,YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro.git,15229,144892,141,3038,Java,0,0.0
822,mdx-js/mdx,https://github.com/mdx-js/mdx.git,15218,42196,182,127,JavaScript,0,0.0
823,kovidgoyal/calibre,https://github.com/kovidgoyal/calibre.git,15160,291837,280,3022,Python,0,0.0
825,allinurl/goaccess,https://github.com/allinurl/goaccess.git,16243,7833,135,375,C,0,0.0
826,vitessio/vitess,https://github.com/vitessio/vitess.git,16233,324894,348,3767,Go,0,0.0
835,redwoodjs/redwood,https://github.com/redwoodjs/redwood.git,15999,303669,365,4077,TypeScript,0,0.0
837,sudheerj/javascript-interview-questions,https://github.com/sudheerj/javascript-interview-questions.git,15964,1534,78,175,JavaScript,0,0.0
841,github/gh-ost,https://github.com/github/gh-ost.git,11066,12527,3769,152,Go,0,0.0
842,dask/dask,https://github.com/dask/dask.git,11037,58293,560,910,Python,0,0.0
843,cure53/DOMPurify,https://github.com/cure53/DOMPurify.git,11028,7563,88,311,JavaScript,0,0.0
844,sindresorhus/type-fest,https://github.com/sindresorhus/type-fest.git,10993,1559,128,205,TypeScript,0,0.0
845,kubernetes/community,https://github.com/kubernetes/community.git,10990,72276,1687,1395,Jupyter Notebook,0,0.0
846,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain.git,10983,119695,185,5503,Python,0,0.0
847,fkhadra/react-toastify,https://github.com/fkhadra/react-toastify.git,10969,15200,72,172,TypeScript,0,0.0
848,Sanster/lama-cleaner,https://github.com/Sanster/lama-cleaner.git,10964,21174,11,593,Python,0,0.0
849,getzola/zola,https://github.com/getzola/zola.git,10939,55543,351,337,Rust,0,0.0
850,videolan/vlc,https://github.com/videolan/vlc.git,10927,531455,591,5988,C,0,0.0
851,octobercms/october,https://github.com/octobercms/october.git,10870,52979,357,198,PHP,0,0.0
852,charmbracelet/vhs,https://github.com/charmbracelet/vhs.git,10868,39993,29,550,Go,0,0.0
853,nasa/openmct,https://github.com/nasa/openmct.git,10844,77667,98,697,JavaScript,0,0.0
854,python-pillow/Pillow,https://github.com/python-pillow/Pillow.git,10834,87588,375,2512,Python,0,0.0
855,invertase/react-native-firebase,https://github.com/invertase/react-native-firebase.git,10833,46545,453,438,JavaScript,0,0.0
856,jaakkopasanen/AutoEq,https://github.com/jaakkopasanen/AutoEq.git,10833,3398284,17,238,Python,0,0.0
857,Tencent/matrix,https://github.com/Tencent/matrix.git,10821,199692,39,993,Java,0,0.0
861,Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide.git,133885,160725,408,1141,Java,0,0.0
876,bitcoin/bitcoin,https://github.com/bitcoin/bitcoin.git,69629,233231,908,6014,C++,0,0.0
880,axios/axios,https://github.com/axios/axios.git,100232,12315,421,395,JavaScript,0,0.0
881,yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook.git,90804,32024,140,840,TypeScript,0,0.0
885,puppeteer/puppeteer,https://github.com/puppeteer/puppeteer.git,83296,478228,461,1189,TypeScript,0,0.0
886,iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns.git,82053,30762,342,281,Java,0,0.0
893,tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss.git,68614,93408,267,865,HTML,0,0.0
914,gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby.git,54467,1115068,3964,1927,JavaScript,0,0.0
915,python/cpython,https://github.com/python/cpython.git,53167,569959,2292,5595,Python,0,0.0
916,hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch.git,51506,67541,201,1001,TypeScript,0,0.0
917,3b1b/manim,https://github.com/3b1b/manim.git,51398,75750,146,1498,Python,0,0.0
920,ventoy/Ventoy,https://github.com/ventoy/Ventoy.git,49122,211841,96,468,C,0,0.0
926,yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp.git,47743,44327,1116,1931,Python,0,0.0
929,scrapy/scrapy,https://github.com/scrapy/scrapy.git,47253,24667,518,689,Python,0,0.0
932,alacritty/alacritty,https://github.com/alacritty/alacritty.git,46751,12770,383,220,Rust,0,0.0
933,jekyll/jekyll,https://github.com/jekyll/jekyll.git,46680,55898,1062,234,Ruby,0,0.0
934,danielmiessler/SecLists,https://github.com/danielmiessler/SecLists.git,46680,909811,237,388,PHP,0,0.0
935,git/git,https://github.com/git/git.git,46306,227993,1604,5095,C,0,0.0
936,prettier/prettier,https://github.com/prettier/prettier.git,45625,108050,634,2131,JavaScript,0,0.0
937,nuxt/nuxt,https://github.com/nuxt/nuxt.git,45407,103243,463,2893,TypeScript,0,0.0
955,lencx/ChatGPT,https://github.com/lencx/ChatGPT.git,35957,31521,25,568,Rust,0,0.0
957,RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat.git,35600,746595,860,2960,TypeScript,0,0.0
960,nlohmann/json,https://github.com/nlohmann/json.git,34950,180746,247,208,C++,0,0.0
964,carbon-app/carbon,https://github.com/carbon-app/carbon.git,32625,20100,175,155,JavaScript,0,0.0
966,metabase/metabase,https://github.com/metabase/metabase.git,32470,411547,348,5158,Clojure,0,0.0
969,psf/black,https://github.com/psf/black.git,32424,7144,377,408,Python,0,0.0
973,pyenv/pyenv,https://github.com/pyenv/pyenv.git,31929,4791,395,326,Roff,0,0.0
974,dotnet/aspnetcore,https://github.com/dotnet/aspnetcore.git,31756,413414,3142,3085,C#,0,0.0
975,openai/gym,https://github.com/openai/gym.git,31731,7113,738,324,Python,0,0.0
976,typeorm/typeorm,https://github.com/typeorm/typeorm.git,31269,26010,976,427,TypeScript,0,0.0
977,withastro/astro,https://github.com/withastro/astro.git,30509,141584,514,3842,TypeScript,0,0.0
982,google/jax,https://github.com/google/jax.git,23229,77639,516,6406,Python,0,0.0
983,k3s-io/k3s,https://github.com/k3s-io/k3s.git,23143,579979,1817,700,Go,0,0.0
984,taichi-dev/taichi,https://github.com/taichi-dev/taichi.git,23086,58602,224,2838,C++,0,0.0
989,MichaelCade/90DaysOfDevOps,https://github.com/MichaelCade/90DaysOfDevOps.git,22697,301082,92,1561,Shell,0,0.0
991,pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber.git,22606,23446,204,489,TypeScript,0,0.0
992,nextcloud/server,https://github.com/nextcloud/server.git,22570,3323549,983,7364,PHP,0,0.0
993,emberjs/ember.js,https://github.com/emberjs/ember.js.git,22451,79356,819,1168,JavaScript,0,0.0
995,mpv-player/mpv,https://github.com/mpv-player/mpv.git,22406,99965,416,912,C,0,0.0
997,OpenZeppelin/openzeppelin-contracts,https://github.com/OpenZeppelin/openzeppelin-contracts.git,22285,33087,419,581,JavaScript,0,0.0
998,ziglang/zig,https://github.com/ziglang/zig.git,22240,227322,677,8338,Zig,0,0.0
999,facebookresearch/fairseq,https://github.com/facebookresearch/fairseq.git,22080,24685,340,235,Python,0,0.0
1001,encode/django-rest-framework,https://github.com/encode/django-rest-framework.git,25588,51134,1212,209,Python,0,0.0
1006,THUDM/ChatGLM-6B,https://github.com/THUDM/ChatGLM-6B.git,25350,9157,50,341,Python,0,0.0
1007,hashicorp/vagrant,https://github.com/hashicorp/vagrant.git,25204,80476,2168,2361,Ruby,0,0.0
1008,apache/kafka,https://github.com/apache/kafka.git,24953,159329,1025,1616,Java,0,0.0
1009,microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed.git,24883,40090,226,752,Python,0,0.0
1010,fabricjs/fabric.js,https://github.com/fabricjs/fabric.js.git,24863,169955,287,387,JavaScript,0,0.0
1012,streamlit/streamlit,https://github.com/streamlit/streamlit.git,24807,267545,180,1046,Python,0,0.0
1013,cmderdev/cmder,https://github.com/cmderdev/cmder.git,24786,2945,136,302,C++,0,0.0
1014,Ebazhanov/linkedin-skill-assessments-quizzes,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes.git,24770,133178,1372,2900,Python,0,0.0
1015,nushell/nushell,https://github.com/nushell/nushell.git,24697,36986,480,2895,Rust,0,0.0
1018,semantic-release/semantic-release,https://github.com/semantic-release/semantic-release.git,17921,5495,208,169,JavaScript,0,0.0
1020,gradio-app/gradio,https://github.com/gradio-app/gradio.git,17787,184744,150,2455,HTML,0,0.0
1021,MichMich/MagicMirror,https://github.com/MichMich/MagicMirror.git,17760,21693,302,336,JavaScript,0,0.0
1022,dianping/cat,https://github.com/dianping/cat.git,17756,114113,89,100,Java,0,0.0
1023,facebook/relay,https://github.com/facebook/relay.git,17752,4564134,660,1613,Rust,0,0.0
1024,basecamp/trix,https://github.com/basecamp/trix.git,17605,5987,72,236,JavaScript,0,0.0
1041,logseq/logseq,https://github.com/logseq/logseq.git,22531,132121,212,5820,Clojure,0,0.0
1042,NativeScript/NativeScript,https://github.com/NativeScript/NativeScript.git,22526,116368,228,493,TypeScript,0,0.0
1044,jellyfin/jellyfin,https://github.com/jellyfin/jellyfin.git,22367,59453,901,2121,C#,0,0.0
1045,envoyproxy/envoy,https://github.com/envoyproxy/envoy.git,22054,209728,1073,8001,C++,0,0.0
1046,python-telegram-bot/python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot.git,21986,13020,199,312,Python,0,0.0
1052,neoclide/coc.nvim,https://github.com/neoclide/coc.nvim.git,22774,68780,234,1461,TypeScript,0,0.0
1053,doocs/leetcode,https://github.com/doocs/leetcode.git,22111,517828,439,3958,Java,0,0.0
1054,helix-editor/helix,https://github.com/helix-editor/helix.git,22039,28290,578,2620,Rust,0,0.0
1058,facebookresearch/faiss,https://github.com/facebookresearch/faiss.git,21859,126484,154,247,C++,0,0.0
1062,Ryujinx/Ryujinx,https://github.com/Ryujinx/Ryujinx.git,22529,28250,165,922,C#,0,0.0
1066,discordjs/discord.js,https://github.com/discordjs/discord.js.git,23172,42560,460,1791,TypeScript,0,0.0
1068,locustio/locust,https://github.com/locustio/locust.git,21355,7483,246,730,Python,0,0.0
1072,validatorjs/validator.js,https://github.com/validatorjs/validator.js.git,21294,5429,445,157,JavaScript,0,0.0
1077,refined-github/refined-github,https://github.com/refined-github/refined-github.git,21152,21915,295,712,TypeScript,0,0.0
1080,vnpy/vnpy,https://github.com/vnpy/vnpy.git,20909,253900,119,421,Python,0,0.0
1083,javascript-tutorial/en.javascript.info,https://github.com/javascript-tutorial/en.javascript.info.git,20766,756073,808,697,HTML,0,0.0
1084,penpot/penpot,https://github.com/penpot/penpot.git,21765,109105,127,3996,Clojure,0,0.0
1085,openssl/openssl,https://github.com/openssl/openssl.git,21740,284528,787,2523,C,0,0.0
1096,jasmine/jasmine,https://github.com/jasmine/jasmine.git,15541,9968,218,221,JavaScript,0,0.0
1097,timqian/chinese-independent-blogs,https://github.com/timqian/chinese-independent-blogs.git,15501,8622,1003,1258,JavaScript,0,0.0
1106,emilk/egui,https://github.com/emilk/egui.git,15064,58138,278,912,Rust,0,0.0
1108,RustPython/RustPython,https://github.com/RustPython/RustPython.git,15014,61221,349,3142,Rust,0,0.0
1110,xtermjs/xterm.js,https://github.com/xtermjs/xterm.js.git,14977,17054,264,1597,TypeScript,0,0.0
1113,apache/brpc,https://github.com/apache/brpc.git,14916,38203,159,583,C++,0,0.0
1115,charliermarsh/ruff,https://github.com/charliermarsh/ruff.git,14872,17407,196,3375,Rust,0,0.0
1119,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb.git,20433,13198,55,1142,Rust,0,0.0
1127,oldj/SwitchHosts,https://github.com/oldj/SwitchHosts.git,20243,33514,34,132,TypeScript,0,0.0
1132,goharbor/harbor,https://github.com/goharbor/harbor.git,20092,227231,281,751,Go,0,0.0
1135,hapijs/joi,https://github.com/hapijs/joi.git,19929,9876,219,138,JavaScript,0,0.0
1139,xbmc/xbmc,https://github.com/xbmc/xbmc.git,15808,1595617,856,4284,C++,0,0.0
1144,jerryjliu/llama_index,https://github.com/jerryjliu/llama_index.git,15690,40784,166,846,Python,0,0.0
1145,simple-icons/simple-icons,https://github.com/simple-icons/simple-icons.git,15626,62492,498,627,JavaScript,0,0.0
1146,cube-js/cube,https://github.com/cube-js/cube.git,15579,254042,268,2407,Rust,0,0.0
1147,tw93/Pake,https://github.com/tw93/Pake.git,15576,41059,20,1022,Rust,0,0.0
1148,AssemblyScript/assemblyscript,https://github.com/AssemblyScript/assemblyscript.git,15541,166125,63,233,WebAssembly,0,0.0
1152,Tencent/APIJSON,https://github.com/Tencent/APIJSON.git,15330,72508,61,451,Java,0,0.0
1154,bazelbuild/bazel,https://github.com/bazelbuild/bazel.git,20817,893285,893,4878,Java,0,0.0
1155,google/ExoPlayer,https://github.com/google/ExoPlayer.git,20719,326817,241,2398,Java,0,0.0
1156,saadeghi/daisyui,https://github.com/saadeghi/daisyui.git,20713,807653,111,1086,Svelte,0,0.0
1164,go-delve/delve,https://github.com/go-delve/delve.git,20565,32357,199,285,Go,0,0.0
1168,pola-rs/polars,https://github.com/pola-rs/polars.git,17261,577466,214,3832,Rust,0,0.0
1172,facebook/fresco,https://github.com/facebook/fresco.git,16947,75392,315,498,Java,0,0.0
1176,swoole/swoole-src,https://github.com/swoole/swoole-src.git,17855,50890,138,306,C++,0,0.0
1179,matomo-org/matomo,https://github.com/matomo-org/matomo.git,17749,278469,335,1243,PHP,0,0.0
1180,typst/typst,https://github.com/typst/typst.git,17686,107813,105,1109,Rust,0,0.0
1181,pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric.git,17663,12917,405,1517,Python,0,0.0
1182,jaegertracing/jaeger,https://github.com/jaegertracing/jaeger.git,17631,25069,278,468,Go,0,0.0
1183,tpope/vim-fugitive,https://github.com/tpope/vim-fugitive.git,17601,2857,113,184,Vim Script,0,0.0
1184,knex/knex,https://github.com/knex/knex.git,17557,16660,523,209,JavaScript,0,0.0
1185,alibaba/ice,https://github.com/alibaba/ice.git,17555,138568,113,1246,TypeScript,0,0.0
1187,WordPress/WordPress,https://github.com/WordPress/WordPress.git,17494,399478,100,2779,PHP,0,0.0
1192,oracle/graal,https://github.com/oracle/graal.git,18585,333919,1413,12828,Java,0,0.0
1194,ggerganov/whisper.cpp,https://github.com/ggerganov/whisper.cpp.git,18549,6368,117,608,C,0,0.0
1195,square/picasso,https://github.com/square/picasso.git,18521,5431,135,211,Kotlin,0,0.0
1206,react-page/react-page,https://github.com/react-page/react-page.git,9188,231812,57,119,TypeScript,0,0.0
1207,earthly/earthly,https://github.com/earthly/earthly.git,9136,18857,87,912,Go,0,0.0
1208,PaddlePaddle/PaddleNLP,https://github.com/PaddlePaddle/PaddleNLP.git,9119,94271,224,2483,Python,0,0.0
1209,go-admin-team/go-admin,https://github.com/go-admin-team/go-admin.git,9111,17734,33,214,Go,0,0.0
1210,restsharp/RestSharp,https://github.com/restsharp/RestSharp.git,9078,40764,254,292,C#,0,0.0
1211,kubeshark/kubeshark,https://github.com/kubeshark/kubeshark.git,9054,26691,24,911,Go,0,0.0
1212,pppscn/SmsForwarder,https://github.com/pppscn/SmsForwarder.git,9049,356990,17,403,Kotlin,0,0.0
1213,benoitc/gunicorn,https://github.com/benoitc/gunicorn.git,8934,4574,352,105,Python,0,0.0
1214,linebender/druid,https://github.com/linebender/druid.git,8928,9216,181,180,Rust,0,0.0
1215,lk-geimfari/awesomo,https://github.com/lk-geimfari/awesomo.git,8925,1258,229,104,Elixir,0,0.0
1236,dolthub/dolt,https://github.com/dolthub/dolt.git,14874,131344,90,8925,Go,0,0.0
1238,MarlinFirmware/Marlin,https://github.com/MarlinFirmware/Marlin.git,14859,219393,1099,1815,C++,0,0.0
1239,wtfutil/wtf,https://github.com/wtfutil/wtf.git,14822,50212,165,300,Go,0,0.0
1241,verdaccio/verdaccio,https://github.com/verdaccio/verdaccio.git,14774,396890,279,808,TypeScript,0,0.0
1242,tloen/alpaca-lora,https://github.com/tloen/alpaca-lora.git,14715,28455,46,152,Jupyter Notebook,0,0.0
1243,Unity-Technologies/ml-agents,https://github.com/Unity-Technologies/ml-agents.git,14713,3006529,195,108,C#,0,0.0
1250,lottie-react-native/lottie-react-native,https://github.com/lottie-react-native/lottie-react-native.git,15859,416471,117,139,Kotlin,0,0.0
1259,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp.git,367200,398912,4712,3905,TypeScript,0,0.0
1264,microsoft/vscode,https://github.com/microsoft/vscode.git,146413,867603,1855,19165,TypeScript,0,0.0
1288,spring-projects/spring-boot,https://github.com/spring-projects/spring-boot.git,67366,167361,1004,8050,Java,0,0.0
1295,macrozheng/mall,https://github.com/macrozheng/mall.git,66227,57974,1,222,Java,0,0.0
