,Repository,Clone URL,Stars,Size,Mentionable Users,Commits,Language,Bus Factor,Execution time series
298,KurtBestor/Hitomi-Downloader,https://github.com/KurtBestor/Hitomi-Downloader.git,13948,2963,20,143,Python,0,0.0
299,adonisjs/core,https://github.com/adonisjs/core.git,13937,5571,56,113,TypeScript,0,0.0
300,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material.git,13917,260444,222,1514,HTML,0,0.0
301,pallets/click,https://github.com/pallets/click.git,13869,3654,317,215,Python,0,0.0
302,jsdoc/jsdoc,https://github.com/jsdoc/jsdoc.git,13810,24227,79,229,JavaScript,0,0.0
303,emirpasic/gods,https://github.com/emirpasic/gods.git,13776,740,29,119,Go,0,0.0
304,dream-num/Luckysheet,https://github.com/dream-num/Luckysheet.git,13735,28454,70,256,JavaScript,0,0.0
305,outline/outline,https://github.com/outline/outline.git,19401,43054,133,1663,TypeScript,0,0.0
306,notepad-plus-plus/notepad-plus-plus,https://github.com/notepad-plus-plus/notepad-plus-plus.git,19302,235310,334,952,C++,0,0.0
307,lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet.git,19297,125362,6,186,Python,0,0.0
308,slundberg/shap,https://github.com/slundberg/shap.git,19256,234971,165,252,Jupyter Notebook,0,0.0
309,grafana/loki,https://github.com/grafana/loki.git,19132,236398,1453,2297,Go,0,0.0
310,sebastianbergmann/phpunit,https://github.com/sebastianbergmann/phpunit.git,19096,128092,427,2355,PHP,0,0.0
311,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet.git,19054,653007,342,2814,JavaScript,0,0.0
312,livewire/livewire,https://github.com/livewire/livewire.git,19022,10510,242,104,Blade,0,0.0
313,dotnet/maui,https://github.com/dotnet/maui.git,18977,165141,2709,3843,C#,0,0.0
314,goldbergyoni/javascript-testing-best-practices,https://github.com/goldbergyoni/javascript-testing-best-practices.git,21468,10454,68,162,JavaScript,0,0.0
315,libuv/libuv,https://github.com/libuv/libuv.git,21462,17961,506,294,C,0,0.0
316,aseprite/aseprite,https://github.com/aseprite/aseprite.git,21459,38290,71,864,C++,0,0.0
317,vercel/turbo,https://github.com/vercel/turbo.git,21370,530412,589,4495,Rust,0,0.0
318,youzan/vant,https://github.com/youzan/vant.git,21351,243487,289,1095,TypeScript,0,0.0
319,electron-react-boilerplate/electron-react-boilerplate,https://github.com/electron-react-boilerplate/electron-react-boilerplate.git,21309,17370,162,106,TypeScript,0,0.0
320,onevcat/Kingfisher,https://github.com/onevcat/Kingfisher.git,21287,5786,175,177,Swift,0,0.0
321,apache/flink,https://github.com/apache/flink.git,21265,497500,1151,4432,Java,0,0.0
322,rancher/rancher,https://github.com/rancher/rancher.git,21058,141881,238,2473,Go,0,0.0
323,lensapp/lens,https://github.com/lensapp/lens.git,21036,692594,109,2033,TypeScript,0,0.0
324,requarks/wiki,https://github.com/requarks/wiki.git,20979,37476,194,240,Vue,0,0.0
325,flameshot-org/flameshot,https://github.com/flameshot-org/flameshot.git,20947,23414,225,295,C++,0,0.0
326,jenkinsci/jenkins,https://github.com/jenkinsci/jenkins.git,20824,152703,1323,2008,Java,0,0.0
327,derailed/k9s,https://github.com/derailed/k9s.git,20822,63594,192,178,Go,0,0.0
328,ai/nanoid,https://github.com/ai/nanoid.git,20802,4603,119,130,JavaScript,0,0.0
329,kovidgoyal/kitty,https://github.com/kovidgoyal/kitty.git,18720,46352,231,3854,Python,0,0.0
330,framer/motion,https://github.com/framer/motion.git,18710,370104,77,1706,TypeScript,0,0.0
331,wekan/wekan,https://github.com/wekan/wekan.git,18615,55118,245,1894,JavaScript,0,0.0
332,CarGuo/GSYVideoPlayer,https://github.com/CarGuo/GSYVideoPlayer.git,18565,333476,20,119,Java,0,0.0
333,saleor/saleor,https://github.com/saleor/saleor.git,18488,231729,239,1289,Python,0,0.0
334,gabime/spdlog,https://github.com/gabime/spdlog.git,18369,41452,310,293,C++,0,0.0
335,huggingface/datasets,https://github.com/huggingface/datasets.git,16242,93777,596,1223,Python,0,0.0
336,fivethirtyeight/data,https://github.com/fivethirtyeight/data.git,16212,155878,57,119,Jupyter Notebook,0,0.0
337,redis/node-redis,https://github.com/redis/node-redis.git,16169,81425,227,403,TypeScript,0,0.0
338,openai-translator/openai-translator,https://github.com/openai-translator/openai-translator.git,16108,14972,56,446,TypeScript,0,0.0
339,wailsapp/wails,https://github.com/wailsapp/wails.git,16089,86456,164,1280,Go,0,0.0
340,pulumi/pulumi,https://github.com/pulumi/pulumi.git,16047,92614,233,3440,Go,0,0.0
341,lewagon/setup,https://github.com/lewagon/setup.git,16046,26308,82,163,Ruby,0,0.0
343,openjdk/jdk,https://github.com/openjdk/jdk.git,15917,1138970,689,7074,Java,0,0.0
344,remotion-dev/remotion,https://github.com/remotion-dev/remotion.git,15905,1986417,158,7163,TypeScript,0,0.0
345,realm/realm-swift,https://github.com/realm/realm-swift.git,15883,68979,186,386,Objective-C,0,0.0
346,sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2.git,15857,20343,108,337,JavaScript,0,0.0
347,android/compose-samples,https://github.com/android/compose-samples.git,15846,177239,88,564,Kotlin,0,0.0
348,umami-software/umami,https://github.com/umami-software/umami.git,15826,8683,190,1543,JavaScript,0,0.0
349,sunface/rust-course,https://github.com/sunface/rust-course.git,15822,10995,204,2373,Rust,0,0.0
350,joke2k/faker,https://github.com/joke2k/faker.git,15809,9188,482,534,Python,0,0.0
351,sharkdp/hyperfine,https://github.com/sharkdp/hyperfine.git,15803,1344,82,297,Rust,0,0.0
352,infernojs/inferno,https://github.com/infernojs/inferno.git,15775,41243,191,156,JavaScript,0,0.0
353,CopyTranslator/CopyTranslator,https://github.com/CopyTranslator/CopyTranslator.git,15715,10593,9,100,TypeScript,0,0.0
354,dgraph-io/dgraph,https://github.com/dgraph-io/dgraph.git,19271,651362,192,327,Go,0,0.0
355,pubkey/rxdb,https://github.com/pubkey/rxdb.git,19228,186409,186,3071,TypeScript,0,0.0
356,utmapp/UTM,https://github.com/utmapp/UTM.git,19168,24263,54,1222,Swift,0,0.0
357,microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners.git,19114,71940,115,426,Jupyter Notebook,0,0.0
358,monicahq/monica,https://github.com/monicahq/monica.git,19093,137097,250,346,PHP,0,0.0
359,vuejs/vue-router,https://github.com/vuejs/vue-router.git,18990,11752,330,103,JavaScript,0,0.0
360,emotion-js/emotion,https://github.com/emotion-js/emotion.git,16410,23272,299,110,JavaScript,0,0.0
361,authelia/authelia,https://github.com/authelia/authelia.git,16409,40786,123,2086,Go,0,0.0
362,RasaHQ/rasa,https://github.com/RasaHQ/rasa.git,16357,1585424,488,2469,Python,0,0.0
363,wechaty/wechaty,https://github.com/wechaty/wechaty.git,16290,8983,85,216,TypeScript,0,0.0
364,tj/git-extras,https://github.com/tj/git-extras.git,16278,1972,236,119,Shell,0,0.0
365,TheAlgorithms/C,https://github.com/TheAlgorithms/C.git,16247,18155,316,148,C,0,0.0
366,toeverything/AFFiNE,https://github.com/toeverything/AFFiNE.git,16239,61360,80,3172,TypeScript,0,0.0
367,facebook/yoga,https://github.com/facebook/yoga.git,16171,41526,307,163,C++,0,0.0
368,mindsdb/mindsdb,https://github.com/mindsdb/mindsdb.git,16165,188698,575,7186,Python,0,0.0
369,briannesbitt/Carbon,https://github.com/briannesbitt/Carbon.git,16159,15734,308,351,PHP,0,0.0
370,AlDanial/cloc,https://github.com/AlDanial/cloc.git,16070,4565,103,131,Perl,0,0.0
371,sismo-core/sismo-badges,https://github.com/sismo-core/sismo-badges.git,16061,4683,7,307,TypeScript,0,0.0
372,keepassxreboot/keepassxc,https://github.com/keepassxreboot/keepassxc.git,15969,56010,342,310,C++,0,0.0
373,elastic/logstash,https://github.com/elastic/logstash.git,13454,123562,2228,495,Java,0,0.0
374,rizinorg/cutter,https://github.com/rizinorg/cutter.git,13427,15573,180,179,C++,0,0.0
375,NodeBB/NodeBB,https://github.com/NodeBB/NodeBB.git,13389,81356,210,2289,JavaScript,0,0.0
376,typescript-eslint/typescript-eslint,https://github.com/typescript-eslint/typescript-eslint.git,13386,49176,516,1282,TypeScript,0,0.0
377,lionsoul2014/ip2region,https://github.com/lionsoul2014/ip2region.git,13381,89264,35,329,C,0,0.0
378,typesense/typesense,https://github.com/typesense/typesense.git,13366,6259,34,488,C++,0,0.0
379,apollographql/apollo-server,https://github.com/apollographql/apollo-server.git,13361,133209,535,1367,TypeScript,0,0.0
380,RunaCapital/awesome-oss-alternatives,https://github.com/RunaCapital/awesome-oss-alternatives.git,13353,2116,94,363,Python,0,0.0
381,OpenGenus/cosmos,https://github.com/OpenGenus/cosmos.git,13327,84528,1065,247,C++,0,0.0
382,signalapp/Signal-Desktop,https://github.com/signalapp/Signal-Desktop.git,13309,364637,222,2007,TypeScript,0,0.0
383,showdownjs/showdown,https://github.com/showdownjs/showdown.git,13289,7964,77,120,JavaScript,0,0.0
384,google/yapf,https://github.com/google/yapf.git,13236,2519,138,103,Python,0,0.0
385,josdejong/mathjs,https://github.com/josdejong/mathjs.git,13231,82782,201,412,JavaScript,0,0.0
386,compiler-explorer/compiler-explorer,https://github.com/compiler-explorer/compiler-explorer.git,13209,57110,358,1763,TypeScript,0,0.0
387,tikv/tikv,https://github.com/tikv/tikv.git,13134,91589,407,1082,Rust,0,0.0
388,gollum/gollum,https://github.com/gollum/gollum.git,13131,129836,190,113,Ruby,0,0.0
389,upptime/upptime,https://github.com/upptime/upptime.git,13172,466688,23,4005,Markdown,0,0.0
390,lichess-org/lila,https://github.com/lichess-org/lila.git,13133,449996,351,6723,Scala,0,0.0
391,wong2/chatgpt-google-extension,https://github.com/wong2/chatgpt-google-extension.git,13076,2597,19,223,TypeScript,0,0.0
392,skyline-emu/skyline,https://github.com/skyline-emu/skyline.git,13003,51085,43,1422,C++,0,0.0
393,tinymce/tinymce,https://github.com/tinymce/tinymce.git,12979,84654,234,783,TypeScript,0,0.0
394,projectdiscovery/nuclei,https://github.com/projectdiscovery/nuclei.git,12972,20459,107,1849,Go,0,0.0
395,CocoaLumberjack/CocoaLumberjack,https://github.com/CocoaLumberjack/CocoaLumberjack.git,12954,5930,176,143,Objective-C,0,0.0
396,jupyterlab/jupyterlab,https://github.com/jupyterlab/jupyterlab.git,12942,214335,487,1477,TypeScript,0,0.0
397,influxdata/telegraf,https://github.com/influxdata/telegraf.git,12920,57533,1159,1653,Go,0,0.0
398,thephpleague/flysystem,https://github.com/thephpleague/flysystem.git,12892,3696,103,503,PHP,0,0.0
399,video-dev/hls.js,https://github.com/video-dev/hls.js.git,12874,231594,254,1074,TypeScript,0,0.0
400,OpenEthan/SMSBoom,https://github.com/OpenEthan/SMSBoom.git,12836,18305,17,155,Python,0,0.0
401,OpenRA/OpenRA,https://github.com/OpenRA/OpenRA.git,12830,296421,322,976,C#,0,0.0
402,blitz-js/blitz,https://github.com/blitz-js/blitz.git,12808,121615,107,544,TypeScript,0,0.0
403,nats-io/nats-server,https://github.com/nats-io/nats-server.git,12808,32847,117,2019,Go,0,0.0
404,tinygo-org/tinygo,https://github.com/tinygo-org/tinygo.git,12804,10062,139,805,Go,0,0.0
405,wix/react-native-navigation,https://github.com/wix/react-native-navigation.git,12799,144477,439,123,Objective-C,0,0.0
406,simdjson/simdjson,https://github.com/simdjson/simdjson.git,16920,30699,107,207,C++,0,0.0
407,flutter/plugins,https://github.com/flutter/plugins.git,16886,36203,752,1372,Dart,0,0.0
408,material-components/material-components-web,https://github.com/material-components/material-components-web.git,16797,89312,387,445,TypeScript,0,0.0
409,mifi/lossless-cut,https://github.com/mifi/lossless-cut.git,16714,15704,82,744,JavaScript,0,0.0
410,darkreader/darkreader,https://github.com/darkreader/darkreader.git,16696,30988,1086,2033,TypeScript,0,0.0
411,doomemacs/doomemacs,https://github.com/doomemacs/doomemacs.git,16692,30409,648,1492,Emacs Lisp,0,0.0
412,slimtoolkit/slim,https://github.com/slimtoolkit/slim.git,16675,72802,55,199,Go,0,0.0
413,node-red/node-red,https://github.com/node-red/node-red.git,16675,43539,192,1071,JavaScript,0,0.0
414,teambit/bit,https://github.com/teambit/bit.git,16661,142404,72,2936,TypeScript,0,0.0
415,catchorg/Catch2,https://github.com/catchorg/Catch2.git,16611,29259,333,479,C++,0,0.0
416,micropython/micropython,https://github.com/micropython/micropython.git,16609,55203,506,1911,C,0,0.0
417,ungoogled-software/ungoogled-chromium,https://github.com/ungoogled-software/ungoogled-chromium.git,16567,14025,74,141,Python,0,0.0
418,decaporg/decap-cms,https://github.com/decaporg/decap-cms.git,16554,77439,514,316,JavaScript,0,0.0
419,nhn/tui.editor,https://github.com/nhn/tui.editor.git,15963,85153,126,121,TypeScript,0,0.0
420,kivy/kivy,https://github.com/kivy/kivy.git,15887,75595,468,233,Python,0,0.0
421,TheAlgorithms/Rust,https://github.com/TheAlgorithms/Rust.git,15882,702,252,193,Rust,0,0.0
422,ipython/ipython,https://github.com/ipython/ipython.git,15829,77808,831,1070,Python,0,0.0
423,Tencent/MMKV,https://github.com/Tencent/MMKV.git,15826,2502,33,125,C++,0,0.0
424,ArchiveBox/ArchiveBox,https://github.com/ArchiveBox/ArchiveBox.git,15792,6086,96,186,Python,0,0.0
425,google/filament,https://github.com/google/filament.git,15773,680794,129,1324,C++,0,0.0
426,pouchdb/pouchdb,https://github.com/pouchdb/pouchdb.git,15728,122296,365,161,JavaScript,0,0.0
427,wbkd/react-flow,https://github.com/wbkd/react-flow.git,15711,31840,66,1204,TypeScript,0,0.0
428,microsoft/recommenders,https://github.com/microsoft/recommenders.git,15710,208297,10000,1187,Python,0,0.0
430,vuejs/vue,https://github.com/vuejs/vue.git,203711,31925,385,312,TypeScript,0,0.0
432,twbs/bootstrap,https://github.com/twbs/bootstrap.git,163762,230716,1356,1142,JavaScript,0,0.0
433,ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl.git,120477,64866,790,225,Python,0,0.0
434,30-seconds/30-seconds-of-code,https://github.com/30-seconds/30-seconds-of-code.git,111690,592990,304,463,JavaScript,0,0.0
435,golang/go,https://github.com/golang/go.git,111482,348670,2012,5731,Go,0,0.0
436,facebook/react-native,https://github.com/facebook/react-native.git,109670,858807,2561,4028,Java,0,0.0
437,electron/electron,https://github.com/electron/electron.git,107474,138608,1197,1541,C++,0,0.0
440,microsoft/TypeScript,https://github.com/microsoft/TypeScript.git,91379,2106801,725,2041,TypeScript,0,0.0
442,microsoft/terminal,https://github.com/microsoft/terminal.git,88825,133492,381,959,C++,0,0.0
444,ant-design/ant-design,https://github.com/ant-design/ant-design.git,85965,158631,1899,3906,TypeScript,0,0.0
448,microsoft/Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners.git,69862,87472,231,419,JavaScript,0,0.0
449,opencv/opencv,https://github.com/opencv/opencv.git,68930,517970,1480,1741,C++,0,0.0
454,tensorflow/models,https://github.com/tensorflow/models.git,75823,612992,973,1415,Jupyter Notebook,0,0.0
455,gothinkster/realworld,https://github.com/gothinkster/realworld.git,74461,34199,77,250,TypeScript,0,0.0
459,gin-gonic/gin,https://github.com/gin-gonic/gin.git,68815,3222,392,168,Go,0,0.0
460,sveltejs/svelte,https://github.com/sveltejs/svelte.git,67909,91202,593,561,TypeScript,0,0.0
461,gohugoio/hugo,https://github.com/gohugoio/hugo.git,67165,115587,765,907,Go,0,0.0
462,pytorch/pytorch,https://github.com/pytorch/pytorch.git,67033,1317883,2772,18515,Python,0,0.0
463,neovim/neovim,https://github.com/neovim/neovim.git,66053,247436,987,6565,Vim Script,0,0.0
467,pallets/flask,https://github.com/pallets/flask.git,63006,10210,702,568,Python,0,0.0
470,reduxjs/redux,https://github.com/reduxjs/redux.git,59588,28302,954,354,TypeScript,0,0.0
471,protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf.git,59431,126403,945,2938,C++,0,0.0
472,ansible/ansible,https://github.com/ansible/ansible.git,57430,243003,5495,1598,Python,0,0.0
473,vitejs/vite,https://github.com/vitejs/vite.git,56415,33140,782,2352,TypeScript,0,0.0
478,hakimel/reveal.js,https://github.com/hakimel/reveal.js.git,63799,21213,307,121,JavaScript,0,0.0
480,godotengine/godot,https://github.com/godotengine/godot.git,61455,1282988,2065,14885,C++,0,0.0
481,expressjs/express,https://github.com/expressjs/express.git,60914,9096,326,148,JavaScript,0,0.0
488,mermaid-js/mermaid,https://github.com/mermaid-js/mermaid.git,57724,221382,441,3384,JavaScript,0,0.0
491,h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate.git,54590,22577,248,249,JavaScript,0,0.0
492,istio/istio,https://github.com/istio/istio.git,33006,249218,950,3546,Go,0,0.0
493,SheetJS/sheetjs,https://github.com/SheetJS/sheetjs.git,32888,106471,181,130,JavaScript,0,0.0
494,go-gorm/gorm,https://github.com/go-gorm/gorm.git,32439,4485,347,272,Go,0,0.0
495,QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles.git,32333,4168390,145,439,HTML,0,0.0
496,koalaman/shellcheck,https://github.com/koalaman/shellcheck.git,32158,5286,135,105,Haskell,0,0.0
497,dbeaver/dbeaver,https://github.com/dbeaver/dbeaver.git,32083,287164,265,2829,Java,0,0.0
498,XX-net/XX-Net,https://github.com/XX-net/XX-Net.git,32050,60810,73,272,Python,0,0.0
500,appwrite/appwrite,https://github.com/appwrite/appwrite.git,31328,244632,294,6493,TypeScript,0,0.0
501,netty/netty,https://github.com/netty/netty.git,31220,88182,627,519,Java,0,0.0
502,apache/airflow,https://github.com/apache/airflow.git,30277,240110,2485,5641,Python,0,0.0
503,vim/vim,https://github.com/vim/vim.git,30277,210875,193,3199,Vim Script,0,0.0
514,Binaryify/NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi.git,27980,16016,83,268,JavaScript,0,0.0
519,Kong/kong,https://github.com/Kong/kong.git,34872,29066,344,1592,Lua,0,0.0
523,starship/starship,https://github.com/starship/starship.git,34285,31956,472,944,Rust,0,0.0
524,ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro.git,34250,7457,329,116,TypeScript,0,0.0
525,getsentry/sentry,https://github.com/getsentry/sentry.git,34232,396901,725,14481,Python,0,0.0
526,eugenp/tutorials,https://github.com/eugenp/tutorials.git,34189,375927,943,3994,Java,0,0.0
527,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor.git,34155,121326,281,595,JavaScript,0,0.0
528,bumptech/glide,https://github.com/bumptech/glide.git,33608,95399,147,242,Java,0,0.0
529,louislam/uptime-kuma,https://github.com/louislam/uptime-kuma.git,33583,17470,322,2285,JavaScript,0,0.0
530,LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant.git,33074,44413,295,3305,Python,0,0.0
531,microsoft/TaskMatrix,https://github.com/microsoft/TaskMatrix.git,32865,38783,20,105,Python,0,0.0
532,chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui.git,32792,125292,584,1328,TypeScript,0,0.0
533,gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet.git,32491,11887,11,239,Python,0,0.0
534,alibaba/arthas,https://github.com/alibaba/arthas.git,32426,44432,180,234,Java,0,0.0
538,ultralytics/yolov5,https://github.com/ultralytics/yolov5.git,38664,14812,313,1022,Python,0,0.0
540,PowerShell/PowerShell,https://github.com/PowerShell/PowerShell.git,38593,91911,438,929,C#,0,0.0
544,grpc/grpc,https://github.com/grpc/grpc.git,37972,484846,840,3038,C++,0,0.0
547,Leaflet/Leaflet,https://github.com/Leaflet/Leaflet.git,37584,57296,791,661,JavaScript,0,0.0
554,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch.git,36583,54272,142,3359,Rust,0,0.0
562,date-fns/date-fns,https://github.com/date-fns/date-fns.git,31551,19788,373,159,TypeScript,0,0.0
566,PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR.git,30481,347422,148,2486,Python,0,0.0
568,dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide.git,30012,9107,78,635,Jupyter Notebook,0,0.0
569,hasura/graphql-engine,https://github.com/hasura/graphql-engine.git,29769,3743223,516,3427,TypeScript,0,0.0
570,PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning.git,29611,25091,93,419,HTML,0,0.0
571,laravel/framework,https://github.com/laravel/framework.git,29523,73964,3132,3296,PHP,0,0.0
575,lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop.git,27160,32306,7,747,TypeScript,0,0.0
576,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap.git,27055,83531,116,196,Python,0,0.0
577,ianstormtaylor/slate,https://github.com/ianstormtaylor/slate.git,27046,21769,538,342,TypeScript,0,0.0
578,jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker.git,26997,26636,58,262,Go,0,0.0
580,vercel/swr,https://github.com/vercel/swr.git,26758,3199,474,260,TypeScript,0,0.0
582,TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript.git,26584,2661,350,266,JavaScript,0,0.0
585,cheeriojs/cheerio,https://github.com/cheeriojs/cheerio.git,26393,9713,130,884,TypeScript,0,0.0
587,rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb.git,26088,282019,161,169,C++,0,0.0
588,photoprism/photoprism,https://github.com/photoprism/photoprism.git,26078,163339,142,3064,Go,0,0.0
589,coolsnowwolf/lede,https://github.com/coolsnowwolf/lede.git,26021,295471,405,2084,C,0,0.0
590,alist-org/alist,https://github.com/alist-org/alist.git,26003,2890,64,1400,Go,0,0.0
592,ray-project/ray,https://github.com/ray-project/ray.git,25679,310629,826,6919,Python,0,0.0
593,qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager.git,25576,5311,29,181,JavaScript,0,0.0
594,influxdata/influxdb,https://github.com/influxdata/influxdb.git,25476,166157,558,233,Go,0,0.0
595,huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models.git,25354,24826,224,709,Python,0,0.0
596,swc-project/swc,https://github.com/swc-project/swc.git,27379,276458,217,5460,Rust,0,0.0
597,fastify/fastify,https://github.com/fastify/fastify.git,27354,6303,625,639,JavaScript,0,0.0
598,halo-dev/halo,https://github.com/halo-dev/halo.git,27329,65567,100,1282,Java,0,0.0
599,appsmithorg/appsmith,https://github.com/appsmithorg/appsmith.git,27204,354935,299,5160,TypeScript,0,0.0
600,GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse.git,26551,198584,326,686,JavaScript,0,0.0
601,explosion/spaCy,https://github.com/explosion/spaCy.git,26178,201290,649,737,Python,0,0.0
606,lm-sys/FastChat,https://github.com/lm-sys/FastChat.git,20804,29987,66,250,Python,0,0.0
607,karpathy/nanoGPT,https://github.com/karpathy/nanoGPT.git,20775,878,28,176,Python,0,0.0
608,BabylonJS/Babylon.js,https://github.com/BabylonJS/Babylon.js.git,20681,1042060,476,5458,TypeScript,0,0.0
609,SergioBenitez/Rocket,https://github.com/SergioBenitez/Rocket.git,20678,7519,268,220,Rust,0,0.0
610,novuhq/novu,https://github.com/novuhq/novu.git,20669,96078,279,11025,TypeScript,0,0.0
611,tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui.git,20667,4624,77,355,TypeScript,0,0.0
612,Molunerfinn/PicGo,https://github.com/Molunerfinn/PicGo.git,20633,4217,15,107,TypeScript,0,0.0
613,forem/forem,https://github.com/forem/forem.git,20603,1371876,678,2373,Ruby,0,0.0
614,PostgREST/postgrest,https://github.com/PostgREST/postgrest.git,20555,6143,98,481,Haskell,0,0.0
615,jumpserver/jumpserver,https://github.com/jumpserver/jumpserver.git,20546,74548,95,2726,Python,0,0.0
616,google/flatbuffers,https://github.com/google/flatbuffers.git,20481,19383,614,583,C++,0,0.0
617,apache/mxnet,https://github.com/apache/mxnet.git,20411,101231,891,161,C++,0,0.0
618,ruby/ruby,https://github.com/ruby/ruby.git,20367,324978,626,7969,Ruby,0,0.0
619,Seldaek/monolog,https://github.com/Seldaek/monolog.git,20362,3833,426,171,PHP,0,0.0
620,ValveSoftware/Proton,https://github.com/ValveSoftware/Proton.git,20340,119893,112,312,C++,0,0.0
621,fyne-io/fyne,https://github.com/fyne-io/fyne.git,20333,90364,135,1495,Go,0,0.0
622,pytorch/examples,https://github.com/pytorch/examples.git,20311,42132,255,148,Python,0,0.0
623,restic/restic,https://github.com/restic/restic.git,20247,62670,329,1235,Go,0,0.0
624,Redocly/redoc,https://github.com/Redocly/redoc.git,20196,55790,239,245,TypeScript,0,0.0
625,microsoft/winget-cli,https://github.com/microsoft/winget-cli.git,20165,33993,10000,408,C++,0,0.0
626,lensterxyz/lenster,https://github.com/lensterxyz/lenster.git,20161,27161,77,5961,TypeScript,0,0.0
627,NickeManarin/ScreenToGif,https://github.com/NickeManarin/ScreenToGif.git,20146,23585,91,136,C#,0,0.0
628,fish-shell/fish-shell,https://github.com/fish-shell/fish-shell.git,21555,77891,789,2379,C++,0,0.0
629,celery/celery,https://github.com/celery/celery.git,21551,34566,1060,414,Python,0,0.0
630,highlightjs/highlight.js,https://github.com/highlightjs/highlight.js.git,21544,14494,641,206,JavaScript,0,0.0
631,TanStack/table,https://github.com/TanStack/table.git,21511,21335,365,767,TypeScript,0,0.0
632,libgdx/libgdx,https://github.com/libgdx/libgdx.git,21510,1102272,550,444,Java,0,0.0
638,gchq/CyberChef,https://github.com/gchq/CyberChef.git,21233,88589,226,452,JavaScript,0,0.0
640,WeNeedHome/SummaryOfLoanSuspension,https://github.com/WeNeedHome/SummaryOfLoanSuspension.git,20564,188407,134,1065,HTML,0,0.0
643,alibaba/nacos,https://github.com/alibaba/nacos.git,26424,52147,317,844,Java,0,0.0
649,go-kratos/kratos,https://github.com/go-kratos/kratos.git,20625,9258,247,508,Go,0,0.0
650,tokio-rs/tokio,https://github.com/tokio-rs/tokio.git,20572,12300,709,683,Rust,0,0.0
651,expo/expo,https://github.com/expo/expo.git,20550,2658082,1033,4706,TypeScript,0,0.0
652,winstonjs/winston,https://github.com/winstonjs/winston.git,20533,3747,358,160,JavaScript,0,0.0
653,go-micro/go-micro,https://github.com/go-micro/go-micro.git,20457,14448,181,158,Go,0,0.0
654,PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle.git,20267,356185,798,9164,C++,0,0.0
655,ethereum/solidity,https://github.com/ethereum/solidity.git,20207,70474,574,2075,C++,0,0.0
656,badges/shields,https://github.com/badges/shields.git,19946,261951,477,1114,JavaScript,0,0.0
657,responsively-org/responsively-app,https://github.com/responsively-org/responsively-app.git,19899,73906,62,404,JavaScript,0,0.0
658,SpaceVim/SpaceVim,https://github.com/SpaceVim/SpaceVim.git,19858,62607,337,1008,Lua,0,0.0
659,RedisInsight/RedisDesktopManager,https://github.com/RedisInsight/RedisDesktopManager.git,21910,78590,77,174,C++,0,0.0
660,google/mediapipe,https://github.com/google/mediapipe.git,21859,597502,60,1970,C++,0,0.0
662,apache/skywalking,https://github.com/apache/skywalking.git,21840,168269,454,758,Java,0,0.0
664,react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap.git,21713,30603,469,240,TypeScript,0,0.0
665,ossrs/srs,https://github.com/ossrs/srs.git,21652,249489,88,727,C++,0,0.0
666,elixir-lang/elixir,https://github.com/elixir-lang/elixir.git,21648,54960,1204,1243,Elixir,0,0.0
667,firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker.git,21640,26777,218,1266,Rust,0,0.0
668,directus/directus,https://github.com/directus/directus.git,21633,380706,306,2966,TypeScript,0,0.0
672,zadam/trilium,https://github.com/zadam/trilium.git,21316,109814,84,1494,JavaScript,0,0.0
